,131767
ལྟོ་སྣོད,1
ཇུས་གཞིའི,1
མུ་ཁྲི་བཙད་པོས,1
ཀུག,1
ཀུན་བྱེད་རྒྱལ་པོའི,1
མི་ཤོད་ཀ་མེད,1
ཟླ་ཚོད,1
མ་ཁྱེ,1
གྲོགས་གཅེས,1
དཔེ་ལོངས,1
ལྷོ་འབྲུག,1
རུང་མི་རུང,1
ནསབར,1
འཇོན་ཤོས,1
གནོད་བྲལ,1
བོད་ལྗོངས་ཚགས་པར,1
སྲེ་སྦྱོར,1
ཆད་མ་མཐུད,1
མདོ་ཁམས་ཁུལ,1
གཟའ་ནད་ཅན,1
གཡེར་དྲིལ,1
གཡག་ཁེངས་ཡུལ་ཚོ,1
རང་དབྱེའི,1
ཟ་མྱོང་མེད,1
སྟོན་འགྲེམས,1
ཟུར་བསྟན,1
ཉོ་དུས་ཨས,1
རྩོམ་པ་པོའམ,1
དཔྱང་ཐག,1
སའི་སྟེང,1
སྐུ་སྲུང་དམག,1
ཕར་འདྲེས་ཚུར་འདྲེས,1
རྨང་མེད,1
མ་བཀྲུས་བར,1
མ་དགག,1
རྨ་ཆེན་གངས་རིའི,1
དག་ཚར,1
སྤྲི་གྲོ,1
འབབ་སར,1
ཙེ་རབ་བརྟན,1
སྒྲིབ་གཉིས,1
བར་བའི,1
རྒྱལ་ཁབལྷག,1
རྡོ་ལྷ,1
ཕྲོས་ཡ,1
རྗོང་ཆེན,1
བཙུགས་ཚུལ,1
དྲུག་བརྒྱ་བཞི་བཅུ,1
ནས་བཟུང,1
མི་མོའི,1
གསོད་རིན,1
ཁེ་ཉེན,1
འགྲུབ་ན,1
སྐ་ཤས,1
མི་དགའ་བཞིན,1
དཔོན་འབངས,1
ཁོ་རང་མེད,1
རང་མདོག,1
ཕྱི་སྡོད་པ,1
དར་ལག,1
གུར་མགོན་ཚེ་བརྟན,1
ནུས་རྒྱུའི,1
མིན་ནེ,1
བུ་ཚབ,1
ཤ་གནད,1
བསྒྲིགས་པས,1
གྲོང་སྲང,1
མཚམས་ཁག,1
ནུབ་ཁ,1
མིག་ཧུར་རེ,1
ནག་རྐྱང,1
ཡི་གེ་འབྲི་མཁན,1
འཛགས་པ,1
བག་ཆུས,1
བཟེད་པས,1
རྐང་འཛིན་པས,1
ཧིན་རྡུས,1
ཆན་རྫོང,1
རོ་མཆོག་ཟ་ཁང,1
རིམ་པ་གཉིས,1
འདབ་རྫབ,1
ཅོག་རིང,1
མོ་རྐྱང,1
བོད་འགྱུར་དཔེ་ཚོགས,1
འབྱུང་ལྟས་ལྡེའུ་སྤྱོད,1
དང་བཅས་པས,1
གེ་སར་འཁྲུངས་རབས,1
གྲོང་ལ,1
འཇིག་རྟེན་མགོན་པོའི,1
འགྲན་རྩོད་དུས,1
ཆེ།,1
ཁྲག་དྲོན་ཙམ,1
མ་སྐྱོང,1
ཉེར་བཞི་པར,1
མི་དྲོད,1
རྩོམ་པར་དམ་བཅའ་བའི,1
འཇམ་མོའི,1
དར་སོ,1
དེ་རྣམས,1
ཉི་ཚེ་བའི,1
བུ་གཅིག,1
བཀའ་བསྒྲུབ,1
རྫ་རིའི,1
མང་ཆེས,1
བཞག་གི་མིན,1
སྲམ,1
གཅོག་རེས,1
མ་ཧཱ་གྷན་ངྷི,1
འཕྲིན་ལས་རྒྱ་མཚོས,1
མི་གྲུབ་པ,1
སྲིད་བསྐྱངས,1
ཚད་མེད་བཞི,1
ལོས་ཅིན,1
ཁྱབ་ཡུན,1
སྐྱེངས་པོ,1
ཞིག་རོ,1
ཆོས་མིང,1
དང་ལེན་པ,1
སྐྱངས,1
རྔ་ཚགས,1
སྐྱོན་འགའ,1
འཇང་བླ,1
ད་ཚོ,1
ཉེ་ཁུ་སྲོང,1
བླང་བའི,1
བསྐྱོད་འདུན,1
བྱེད་བའི,1
འབྲི་གུང་ལུགས,1
བླ་བྲེ,1
འཕུབས,1
རིན་ཆེན་བཟང་བོ,1
ཟོ་རློན,1
ཞུགས་ཡུལ,1
དོར་བསྡེབས,1
མ་འཚིག,1
ཐོལ་ཐོལ,1
གདན་ཆས,1
ལྗོངས་སྲིད་གྲོས,1
ནང་སོ་ཆེན་མོའི,1
མན་ངག་གི་རྒྱུན,1
བཞག་ཐལ,1
བདག་གཞན་དུས་གསུམ,1
བླ་འཁྱམས་པ,1
རྟ་རྒྱུག་འགྲན་བསྡུར,1
རཏྣ,1
སྣ་ཆུ,1
ལམ་གླའི,1
ཚུར་བརྒྱུས,1
ལྗགས་ཀློག,1
བཤུས་མིན,1
དངུལ་འོད,1
ཚེ་བཀྲས,1
སྤྱན་དྲངས་པས,1
རི་ཡོངས,1
ཆོས་རྒྱལ་མཚན,1
སྐྱ་ཀ་ཁྲ་མོ,1
སྐ,1
དུང་ཟླ,1
རྐང་མགྱོགས་པས,1
ཙཎྜན,1
སྐྱེས་བུ་དམ་པའི,1
འདོན་ཆའི,1
མི་བརྩི་བར,1
ཚིམ་པའི,1
བལ་འདྲ་འདྲ,1
བྱང་རྒྱབ,1
སྤྱི་བསྒྲགས་མཁན,1
མི་ཉག་ལོ་རྒྱུས,1
ཕར་བསྐྲད,1
གསོན་དུར,1
འབུད་ཆོག་ཆོག,1
བདེ་གྲོལ,1
ནས་བར,1
མ་འཁེལ་ན,1
ངེས་པར་འབྱུང་བ,1
བེེཌཱུརྱར,1
པ་ལིའི,1
རི་བོ་ཁུ་ནུའི,1
དར་ཆགས,1
ཏའི,1
ལྷིང་པོ,1
ལག་རྩལ་པས,1
གྲོས་དོན,1
བཞུག་མ,1
སྣོད་མཁྲིས,1
སྡེ་དགུ,1
བདའ་བར,1
ཁ་དཀར་རྐྱང,1
སྒྱིད་ཁུང,1
ལུའོ་ཧུའེ་ཉིན,1
ནག་པོ་ཅན,1
ཚེ་ཐོག,1
ངོམ་སའི,1
ནང་ཁྲག,1
སྐྱོད་བཞིན,1
རབ་དགའི,1
རྒྱ་སེ་གཞོན་ནུ་མ,1
མ་ཕྱོགས་པའི,1
བརྗེད་ཉེན,1
སྤྲོད་རྩིས་མེད་པ,1
བསེ་རི,1
རྫི་རོགས,1
དཔྱད་འདེམས་པ,1
མི་འདུག་པའི,1
སྙེ་མ་སེར་པོ,1
མཆིན་གསེབ,1
ཉམས་སུ་ལེན་པའི,1
སྤྲུལ་གཞིའི,1
ཆུང་ངུ་རེ,1
བཟས་དྲགས་པ,1
གསེར་རྟ་རྫོང,1
འདུག་སེ་རེད་ཤག,1
ཆེད་ཞུས,1
ཐོས་མིན,1
ངལ་གསོ་བའི,1
ཀའམ,1
ཚུགས་པས,1
ཐུང༌,1
རྩིས་རམས་པའི,1
ལུགས་བརྟེན,1
གནས་ཕྲན,1
མི་སྙོམས་པར,1
རྗེ་ཙོང་ཁ་བ,1
མ་,1
ལྗང་རླུང,1
ལས་རིགས་ལག་རྩལ,1
འདམ་མྱགས,1
ཤེས་རིག་ནོར་བུའི,1
མྱོང་འབྲས,1
དེ་ཡི,1
གོ་ལ་སྤྱིའི,1
སྤོ་སྐྲུན,1
གཉན་འཕྲང,1
ཕོལ་བུར་མཱ་ལེན,1
ནགས་འདེབས,1
ཕོ་བྲང་བའི,1
རྭ་སྙུང,1
བཙུག་ནས,1
ཕྲུགས་ལྭ,1
ལག་བཙེམ,1
སོད་ཤོག,1
དུབ་པོ,1
སྐལ་བཟང་མེ་ཏོག,1
ཟབ་ནན,1
འཁྲུས་ཀྱི,1
རྒྱས་ཆེད,1
འབྲི་འོ,1
རྣ་ལོང,1
ཏོང་ཁྲོན,1
མི་སྒྱུར་བར,1
དགུན་ཆོས་ཆེན་མོ,1
དཔལ་ལྡན་འོད་ཟེར,1
སེང་གེ་གཙང་པོའི,1
རྩིས་འཕྲུལ་ཁང,1
ཁག་བགོ,1
རྒན་འགོ,1
ཐེ་བོ,1
འཇགས་ཡ,1
རྒྱ་ཐོག་སྡེ་བ,1
ཆ་ཚང་བྱས,1
འཐག་བཟོ,1
འཆགས,1
ཁེར་སྡོད,1
སྟག་གསར་ཤང,1
ཀརྨ་ཤྲཱི་ནཱ་ལནྡཱ་ཆེས་མཐོའི་གཙུག་ལག་སློབ་གཉེར་ཁང་གི་ལོ་རྒྱུས་མཐའ་མའི་དགོངས་བཞེད,1
མཛད་མྱོང,1
འཕུད་ཤུགས,1
གཟུ་དཔང,1
ཆུ་མཛོད་ཆེན་པོར,1
མིག་དབང་འཕྲོག,1
གཙིགས་སུ་འཛིན,1
བྱི་ལི,1
ཞིབ་འཇུག་སློབ་མའི,1
བཅུ་གཅིག་ཞལ,1
བཟུང་ཚད,1
འཕྲོགས་པ,1
མི་དམངས་འཐུས་ཚོགས,1
སྟོབས་པོ་ཆེ,1
ཚམས,1
མཛེས་བཟོ་ཁང,1
འཇམ་དཔལ་བཀྲ་ཤིས,1
ནང་རིག,1
སྐམས་པ,1
གྷི་རིའི་སི,1
མི་ཕམ་མགོན་པོ,1
ཆག་ལོ་ཙཱ་བས,1
རྐྱང་རྒན,1
རྩྭ་འཛུགས,1
ཅུང་ལེགས་པ,1
ལ་རྫི,1
རྣམ་བདུན,1
ཞུས་ཞའོ་ཧུ,1
འདི་འབྲི,1
ཤོར་དུས,1
ཉེར་གསུམ,1
འཐོབ་ཆེད,1
ལམ་རིམ་འབྲིང་བ,1
གཏིང་མའི,1
སའི་ཁམས,1
པུའུ་ཀྲང་ཚའེ་ཝུའུ,1
བསམ་མུ,1
རྡོ་དུམ,1
ལྷ་འཛབ,1
སྤྱར,1
སུ་ཛ་ལན་ཊི,1
མི་ཟ་རང་ཟ,1
འབྲེང་བ,1
ཉེན་བརྡས,1
ངུ་ངུ,1
དྲོད་ཁོལ,1
བཙན་པའི,1
བརྒྱ་ཅུ,1
དགུང་མོ་ཆེ,1
སྨན་ལྷའི,1
བཅར་དུས,1
ལིན་ཆིན་ཅི,1
མ་ཉར་ཙམ,1
སྨྲའི,1
སེར་སྣས,1
སྦིར,1
ཟླ་གནང,1
གྲུ་འཛིན,1
ཁ་པ་ཚང,1
རབ་འབྲིང་མཐའ་གསུམ,1
བྱིས་པའམ,1
སྐུ་བལྟམས་པས,1
ཡ་གིའི,1
ཕོ་ཉའི,1
རཱེ་ཡཱ,1
མཛོད་ལྔ,1
སྤྲུལ་མིང་འཛིན་པ,1
རོལ་ལོ,1
བན་བུན,1
ཤེས་རབ་གྲགས,1
ཐོབ་ཡིག,1
ཨར་ཀོང,1
མ་ལམ,1
ཐེབས་རྩས,1
མངའ་བསྐྱེད,1
ལག་པ་ཙམ,1
བྱང་སེམས་པས,1
ཏུང་མིང,1
འཁྱེར་ཡོང,1
མ་བསགས་ན,1
རེད།ལོག,1
མི་གཏོང་བས,1
སྒྲ་ཉམས,1
སྒོམ་པ་བ,1
ལྷག་བསམ་ཡང་དག,1
སྡོང་རུལ,1
གནས་ཁྱིམ,1
དཔལ་ཆེན་ཐར,1
ཚར་ཙང,1
ཚུར་ལོག་ཁུལ,1
ལོ་རྒྱུས་ཞིབ་འཇུག,1
དགྲ་མེད་ས,1
རྒྱུགས་ཆེ་བ,1
ཡིད་མུག་བཞིན་པ,1
འདུལ་བ་ཅན་པོ,1
བཅོལ་གདམས,1
བློ་གླིང,1
རྩེད་བཞིན,1
རྫིང་ཉ,1
རྩྭ་འཇོག,1
མདའ་ལྟོང,1
རྩྭ་རར,1
ངོ་ཚ་མེད་པ,1
གོ་ས་ལ,1
ཟིང་ཚ་བོ,1
འཕག་ར,1
གསོན་པོའང,1
རབ་ཏུ་འཚེར་བ,1
བྲ་བ,1
བསུས་སོ,1
ལྡིང་ཁང,1
གདན་ཕྱི,1
མ་འཆང་ན,1
ཅིག་ན,1
སྐམས་ཤའི,1
སྐྱེངས་པ,1
ཟེར་ཡ་གཅིག,1
ཆོད་ཚུལ,1
ཞུང་ཞུང,1
ཕོགས་ཇ,1
པདྨ་གཡང,1
མཁོའོ,1
རྒྱུག་དུས,1
མི་སྐྱོབ་པ,1
ཐིམ་པས,1
པ་ལི,1
འདྲེན་སྤྱོད,1
ཡེ་ཤེས་དབང་མོ,1
ལྷའམ,1
ལོ་ནར,1
ཏིང་འཛིན་ལགས,1
དམུ་གབ,1
བཀར་བ་ར,1
བློ་དགའ,1
ཆོས་ལུཊ,1
ཉེ་ཙམ,1
བརྒྱ་དཔོན,1
ཉི་ཤུ་བོ,1
ཇ་པ,1
ལེབ་རིལ,1
ཕུག་པའི,1
དབའམ,1
བོད་དམངས་ཁྲོད,1
བར་ཁྱད་ཆེན་པོ,1
བང་བོད,1
འགྱོག་ཤེད,1
སྒྲིག་བཟོ་བྱེད་པ,1
སྟག་རྒྱུད,1
ཟླ་བ་ཟླ་བ,1
བདུད་དཔུང,1
སྟག་སྣང,1
ཚུལ་ཁྲིམས་མའི,1
སྙིང་དུ་སྡུག,1
བྱི་ལས,1
ཟླ་དགུ,1
འགྲོ་འདོད་མེད,1
དོགས་གཞིར,1
ངུས་ན,1
འོད་ཟེར་གོ་ཆ,1
སྦྱངས་ད,1
མ་བསྟན་པར,1
དེ་ཙམ་མེད,1
བཞུར་ཐབས,1
ཟག་ན,1
གདམས་ཟབ,1
ཅི་ཤོར,1
གཉན་ཐོག་ཞང,1
ཛམ་བུ,1
རྙེད་ཐུབ,1
སྒྱུ་རྩལ་ཁུལ,1
ཚིག་གི་མཛོད,1
ཁྱོད་ཚང,1
ལྷོད་ཆ,1
གཙོ་ཁྲིད,1
ཙམ་པོའི,1
ཐུགས་ཡིད,1
ཐོངས་,1
གསང་བ་ཅན,1
མོན་ཁར,1
དགེ་ཐུང,1
ཁངས་རླུང,1
དགའ་སྡུག་སྐྱོ་གསུམ,1
ཀླས་པ,1
བིན་ལུས,1
སྦུས་ཚད,1
སྦོམ་པའི,1
འཕྲེད་ལིང་མཚོ,1
རང་ཤི་བརྒྱབ་པར,1
སྐྱེ་རུང,1
གཏོར་གྱིན་པའི,1
གཞུ་རེ,1
བརྟེན་གནས,1
གྲང་ལྟོགས,1
ཉུར་ཚེ,1
ངན་སེལ,1
སྒྱེ་མོར,1
སྟོབས་ཞན,1
ཁྲོལ,1
ར་འགྲོ,1
རི་དགུ,1
དགུ་རྫོགས,1
ཆོས་ས་ཆོས་ཡུལ,1
ཟག་བཅས,1
ལྟ་དགོངས,1
ཤེལ་,1
ཁ་ཁུར,1
ཀོ་འབོག,1
རྒས་ཡོལ,1
ཞུ་མུར,1
ཆོས་གཉེར,1
ཤིང་རྟ་ལོའི,1
མདའ་གླུ,1
ཉམས་ཕྲ,1
འབུམ་རིམ་པ,1
ཇུས་འགོད་རིག་པ,1
དགའ་མིན,1
མི་ལྟ།,1
ཚད་ཐིགས,1
གངས་དཀར་ཏེ་སེའི,1
མནབས་ཚུལ,1
བཀའ་ཟུར,1
རུ་འབྲོག་རིག་གནས,1
བགྲང་བྱའི,1
དགུ་བོ,1
མོའམ,1
རྣལ་མའང,1
རྒྱུད་སྡེ་ཆེན་པོ,1
ནུར་འོངས,1
སྡུག་དྲགས་པོ,1
གཤོག་རྩལ་ཅན་པོ,1
སླར་འཆར,1
ཡིན་པེ,1
ཀྲུང་དབྱིན,1
བཏང་སྟངས,1
ལིའང་ཧྲན་ཁུལ,1
མ་འགྱུར་བར,1
གཙགས་གྲུབ,1
བསགས་ས,1
འཁོལ་བས,1
རྣམ་ཐར་ཆེན་མོ,1
མདོ་གཞེར་ནག་པོའི,1
ཨེ་ཟེར,1
སུམ་སྟོང་ཅན,1
གནོན་མཐེབ,1
འཕྲེད་དར,1
བློ་བཟང་ཐུབ་བསྟན,1
འབྱོར་པས,1
རང་རྩོད,1
མར་མར,1
ས་ཞིག,1
གཏོངས་སྟངས,1
གདུས་ཕྱུར,1
མི་ཐེག་ནའང,1
གླེགས་རལ,1
དྲུབ་སྐབས,1
ཞོན་ན,1
རྡོ་ལགས,1
སྐྱག་པ་་ཟ་ཀྱོག,1
འདོགས་གནས,1
ཁེད་རྩོད,1
རི་སྟོང,1
མི་འཁྱོང་བ,1
རྡོག་པ,1
ཕྱིིན,1
ཞ་ཉེའི,1
སྒྱེད་རྡོ,1
བཤོས་ན,1
དགོང་པ,1
ཆད་པར་སྨྲ་བ,1
ནོར་བུ་རིན་ཆེན,1
ཐབས་བྲལ་བས་ན,1
ཁུ་བསྒོམ,1
བ་བ,1
ཐོན་ཕྱག,1
ལག་རྡུང,1
སུམ་སྟོང་བརྒྱད་བརྒྱ,1
ཚུད་ཡ,1
ཧྥ་རི་སིའི,1
ར་བ་སྒང,1
རང་མཚང,1
མཚན་མེད་མ་ནིང,1
སྤྱི་ཟླཔ,1
མི་ངོམ་པར,1
ཤུགས་ཆེ་བར,1
རྡོ་ཕྲུག,1
མཁས་གྲུབ་རྒྱ་མཚོར,1
ལན་ཇུ,1
ཧི་མ་ལའི,1
ཕུ་རྫ,1
རྒས་རྒུད,1
འགྲུབ་ཆེད,1
སྤེན་པད,1
སྨེང་གཞས,1
སྒ་སྲབ,1
བཅུ་ལྷག,1
མེད།་ཐབས་ལམ,1
འཕེལ་ཤུགས,1
རྗེས་རབས་པས,1
ཁྲི་གཙུག་ལྡེ་བཙན,1
ཚོན་རྩིས,1
ཕང་མེད,1
ལེ་ཧྲུའུ་དབྱིན,1
ཧོ་ཤོས་ཙང་གི,1
འཐོག་མཁན,1
སྐྱོ་ཡི,1
ཞོག་ར,1
ཕུབ་ཤུལ,1
ནང་རྒྱུས,1
མི་གཅོད་པར,1
ཕ་རོལ་པོའམ,1
མིག་ཧྲིལ,1
ཁོ་པ་ཅག,1
བརླིང་བའམ,1
ཟུག་པོའི,1
གྲོང་རྙིང་ཁུལ,1
མི་བྱ་བ,1
ཕྱུང་པ་ན,1
ཡོད་ཅེས་པ,1
ཟླ་དགའ་བའི,1
ས་དང་པོ,1
ཙོང་ཁ་པས,1
བཀའ་ངག,1
ཐེངས་དེར,1
ཧྲིལ་ཧྲིལ,1
དངུལ་ཞོ,1
སྣུམ་མེད,1
བགྲོད་ས,1
ཀུན་མཁྱེན་གྲོང་རྡལ,1
ལུང་འདྲེན་ཡ,1
འོ་ཞོས,1
ཞབས་དྲུང་དཀར་པོའི,1
བོད་ལྗོངས་ཡིག་ཚགས,1
ཚོད་བཤེར,1
གྲྭ་དག་པ,1
ཚེ་དབང་རིན་འཛིན,1
བློ་གཅིག་སེམས་གཅིག,1
བརྩམས་པས,1
ཨོང་ཤའི,1
སྦྱོང་འདུན,1
མ་རྒན་མོ,1
